slug,title,matched_condition,matched_presentation,match_basis,match_method,match_confidence,requires_manual_review,coverage_status,categories,source_file
is-liver-failure,Liver Failure,Liver failure,,condition,exact,0.95,false,covered-needs-refresh,"Liver, pancreas, biliary system",extracted-illness-scripts-2026\is-liver-failure.html
is-lrti,Lower Respiratory Tract Infection (LRTI),Lower respiratory tract infection,,condition,fuzzy:1.55,0.65,true,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-lrti.html
is-lumbar-disc-prolapse,Lumbar Disc Prolapse,Intervertebral disc prolapse,,condition,fuzzy:1.16,0.65,true,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-lumbar-disc-prolapse.html
is-lumbar-radiculopathy,Lumbar Radiculopathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-lumbar-radiculopathy.html
is-lung-cancer,Lung Cancer,Lung cancer,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-lung-cancer.html
is-lyme-disease,Lyme Disease,Zoonotic infections (including Lyme disease),,condition,fuzzy:1.08,0.65,true,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-lyme-disease.html
is-lymphadenopathy,Lymphadenopathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-lymphadenopathy.html
is-lymphoedema,Lymphoedema,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-lymphoedema.html
is-lymphoma,Lymphoma,Lymphoma,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-lymphoma.html
is-macrocytic-anaemia,Macrocytic Anaemia,Anaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-macrocytic-anaemia.html
is-macular-degeneration,Macular Degeneration,Macular degeneration,,condition,exact,0.95,false,covered-needs-refresh,Eye,extracted-illness-scripts-2026\is-macular-degeneration.html
is-malabsorption,Malabsorption,Malabsorption,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-malabsorption.html
is-malignancy-related-weight-loss,Malignancy-related Weight Loss,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-malignancy-related-weight-loss.html
is-malignancy,Malignancy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-malignancy.html
is-malignant-hypertension,Malignant Hypertension,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-malignant-hypertension.html
is-malignant-otitis-externa,Malignant Otitis Externa,Otitis externa,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-malignant-otitis-externa.html
is-mallory-weiss-tear,Mallory-Weiss Tear,Mallory-Weiss tear,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-mallory-weiss-tear.html
is-malnutrition,Malnutrition,Malnutrition,,condition,exact,0.95,false,covered-needs-refresh,Multi-system diseases,extracted-illness-scripts-2026\is-malnutrition.html
is-march-fracture,March Fracture,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-march-fracture.html
is-mastitis,Mastitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-mastitis.html
is-mastoiditis,Mastoiditis,Mastoiditis,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-mastoiditis.html
is-measles,Measles,Measles,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-measles.html
is-mechanical-neck-pain,Mechanical Neck Pain,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-mechanical-neck-pain.html
is-mediastinal-lymphoma,Mediastinal Lymphoma,Lymphoma,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-mediastinal-lymphoma.html
is-medically-unexplained-chest-pain,Medically Unexplained Chest Pain,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medically-unexplained-chest-pain.html
is-medically-unexplained-symptoms,Medically Unexplained Symptoms (MUS),Medically unexplained symptoms,,condition,exact,0.95,false,covered-needs-refresh,Multi-system diseases,extracted-illness-scripts-2026\is-medically-unexplained-symptoms.html
is-medication-induced-anaemia,Medication-Induced Anaemia,Anaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-medication-induced-anaemia.html
is-medication-induced-anxiety,Medication-Induced Anxiety,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-anxiety.html
is-medication-induced-bleeding-and-bruising,Medication-Induced Bleeding and Bruising,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-bleeding-and-bruising.html
is-medication-induced-breast-pain-or-swelling,Medication-Induced Breast Pain or Swelling,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-breast-pain-or-swelling.html
is-medication-induced-calf-pain,Medication-induced Calf Pain,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-calf-pain.html
is-medication-induced-constipation,Medication-induced Constipation,Constipation,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-medication-induced-constipation.html
is-medication-induced-delirium,Medication-Induced Delirium,Delirium,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-medication-induced-delirium.html
is-medication-induced-diarrhoea,Medication-Induced Diarrhoea,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-diarrhoea.html
is-medication-induced-dizziness,Medication-Induced Dizziness,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-dizziness.html
is-medication-induced-dyspepsia,Medication-Induced Dyspepsia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-dyspepsia.html
is-medication-induced-dyspnoea,Medication-Induced Dyspnoea,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-dyspnoea.html
is-medication-induced-falls,Medication-Induced Falls,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-falls.html
is-medication-induced-fatigue,Medication-induced Fatigue,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-fatigue.html
is-medication-induced-gait-abnormalities,Medication-Induced Gait Abnormalities,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-gait-abnormalities.html
is-medication-induced-haematemesis-and-melaena,Medication-induced Haematemesis & Melaena,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-haematemesis-and-melaena.html
is-medication-induced-haematuria,Medication-induced Haematuria,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-haematuria.html
is-medication-induced-hand-and-arm-pain,Medication-Induced Hand and Arm Pain (e.g. Statins),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-hand-and-arm-pain.html
is-medication-induced-hearing-loss,Medication-induced Hearing Loss,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-hearing-loss.html
is-medication-induced-hip-pain-statins,Medication-Induced Hip Pain (e.g. Statins),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-hip-pain-statins.html
is-medication-induced-hypertension,Medication-Induced Hypertension,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-hypertension.html
is-medication-induced-jaundice,Medication-Induced Jaundice,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-jaundice.html
is-medication-induced-leg-pain,Medication-Induced Leg Pain (e.g. Statins),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-leg-pain.html
is-medication-induced-leg-swelling,Medication-Induced Leg Swelling,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-leg-swelling.html
is-medication-induced-lymphadenopathy,Medication-induced Lymphadenopathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-lymphadenopathy.html
is-medication-induced-muscle-pain-and-weakness,Medication-Induced Muscle Pain and Weakness,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-muscle-pain-and-weakness.html
is-medication-induced-nasal-symptoms,Medication-Induced Nasal Symptoms,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-nasal-symptoms.html
is-medication-induced-nausea-and-vomiting,Medication-Induced Nausea and Vomiting,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-nausea-and-vomiting.html
is-medication-induced-neuropathy,Medication-Induced Neuropathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-neuropathy.html
is-medication-induced-pruritus,Medication-Induced Pruritus,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-pruritus.html
is-medication-induced-syncope,Medication-Induced Syncope,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-syncope.html
is-medication-induced-tremor,Medication-Induced Tremor,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-tremor.html
is-medication-induced-urinary-symptoms,Medication-Induced Urinary Symptoms,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-urinary-symptoms.html
is-medication-induced-vaginal-bleeding,Medication-Induced Vaginal Bleeding,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-vaginal-bleeding.html
is-medication-induced-weight-loss,Medication-Induced Weight Loss,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-induced-weight-loss.html
is-medication-overuse-headache,Medication Overuse Headache (MOH),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-medication-overuse-headache.html
is-menieres-disease,Meniere's Disease,Ménière disease,,condition,fuzzy:1.35,0.65,true,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-menieres-disease.html
is-meningitis,Meningitis,Meningitis,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-meningitis.html
is-menopause,Menopause,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-menopause.html
is-menorrhagia,Menorrhagia (Heavy Menstrual Bleeding),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-menorrhagia.html
is-menstruation-contaminating-urine,Menstruation Contaminating Urine,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-menstruation-contaminating-urine.html
is-meralgia-paraesthetica,Meralgia Paraesthetica,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-meralgia-paraesthetica.html
is-mesenteric-adenitis,Mesenteric Adenitis,Mesenteric adenitis,,condition,exact,0.95,false,covered-needs-refresh,Child health,extracted-illness-scripts-2026\is-mesenteric-adenitis.html
is-mesenteric-ischaemia,Mesenteric Ischaemia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-mesenteric-ischaemia.html
is-metabolic-disorders,Metabolic Disorders,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-metabolic-disorders.html
is-metabolic-neuropathy,Metabolic Neuropathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-metabolic-neuropathy.html
is-metabolic-syndrome,Metabolic Syndrome,Metabolic syndrome,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-metabolic-syndrome.html
is-metastatic-cancer-chest-wall,Metastatic Cancer (Chest Wall),Metastatic cancer,,condition,fuzzy:1.30,0.65,true,covered-needs-refresh,Multi-system diseases,extracted-illness-scripts-2026\is-metastatic-cancer-chest-wall.html
is-metastatic-cancer-prostate-cancer,"Metastatic Cancer (e.g., Prostate Cancer)",Prostate cancer,,condition,exact,0.95,false,covered-needs-refresh,Male genitourinary tract,extracted-illness-scripts-2026\is-metastatic-cancer-prostate-cancer.html
is-metastatic-cancer,Metastatic Cancer,Metastatic cancer,,condition,exact,0.95,false,covered-needs-refresh,Multi-system diseases,extracted-illness-scripts-2026\is-metastatic-cancer.html
is-metastatic-disease,Metastatic Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-metastatic-disease.html
is-metatarsalgia,Metatarsalgia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-metatarsalgia.html
is-microcytic-anaemia,Microcytic Anaemia,Anaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-microcytic-anaemia.html
is-migraine-in-children,Migraine in Children,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-migraine-in-children.html
is-migraine-with-aura,Migraine with Aura,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-migraine-with-aura.html
is-migraine,Migraine,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-migraine.html
is-mild-cognitive-impairment,Mild Cognitive Impairment (MCI),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-mild-cognitive-impairment.html
is-miscarriage,Miscarriage,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-miscarriage.html
is-mittelschmerz,Mittelschmerz,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-mittelschmerz.html
is-molar-pregnancy,Molar Pregnancy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-molar-pregnancy.html
is-mononeuropathy,Mononeuropathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-mononeuropathy.html
is-mortons-neuroma,Morton's Neuroma,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-mortons-neuroma.html
is-motor-neurone-disease,Motor Neurone Disease (MND),Motor neurone disease,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-motor-neurone-disease.html
is-msk-sprains-and-strains,MSK Sprains and Strains,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-msk-sprains-and-strains.html
is-multiple-myeloma,Multiple Myeloma,Multiple myeloma,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-multiple-myeloma.html
is-multiple-sclerosis,Multiple Sclerosis (MS),Multiple sclerosis (MS),,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-multiple-sclerosis.html
is-muscle-cramps,Muscle Cramps,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-muscle-cramps.html
is-musculoskeletal-pain,Musculoskeletal Chest Pain,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-musculoskeletal-pain.html
is-myasthenia-gravis,Myasthenia Gravis,Myasthenia gravis,,condition,exact,0.95,false,covered-needs-refresh,Peripheral nervous system and neuromuscular junction,extracted-illness-scripts-2026\is-myasthenia-gravis.html
is-myelodysplastic-syndrome,Myelodysplastic Syndrome (MDS),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-myelodysplastic-syndrome.html
is-myocardial-infarction,Myocardial Infarction (MI),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-myocardial-infarction.html
is-narrow-complex-tachycardia,Narrow Complex Tachycardia (NCT),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-narrow-complex-tachycardia.html
is-nasal-injury-septal-deviation,Nasal Injury/Septal Deviation,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-nasal-injury-septal-deviation.html
is-nasal-polyps,Nasal Polyps,Nasal polyps,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-nasal-polyps.html
is-nasopharyngeal-cancer,Nasopharyngeal Cancer,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-nasopharyngeal-cancer.html
is-neonatal-respiratory-distress-syndrome,Neonatal Respiratory Distress Syndrome (RDS),Acute respiratory distress syndrome (ARDS),,condition,fuzzy:1.22,0.65,true,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-neonatal-respiratory-distress-syndrome.html
is-nephrotic-syndrome,Nephrotic Syndrome,Nephrotic syndrome,,condition,exact,0.95,false,covered-needs-refresh,Kidneys and urinary tract,extracted-illness-scripts-2026\is-nephrotic-syndrome.html
is-noise-induced-hearing-loss,Noise-Induced Hearing Loss (NIHL),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-noise-induced-hearing-loss.html
is-non-allergic-rhinitis,Non-allergic Rhinitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-non-allergic-rhinitis.html
is-non-epileptic-seizure,Non-epileptic Seizure (NES),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-non-epileptic-seizure.html
is-non-ulcer-dyspepsia,Non-ulcer Dyspepsia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-non-ulcer-dyspepsia.html
is-non-venous-ulceration,Non-venous Ulceration,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-non-venous-ulceration.html
is-normocytic-anaemia,Normocytic Anaemia,Anaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-normocytic-anaemia.html
is-obesity,Obesity,Obesity,,condition,exact,0.95,false,covered-needs-refresh,Multi-system diseases,extracted-illness-scripts-2026\is-obesity.html
is-obstetric-cholestasis,Obstetric Cholestasis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-obstetric-cholestasis.html
is-obstructive-sleep-apnoea,Obstructive Sleep Apnoea (OSA),Obstructive sleep apnoea,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-obstructive-sleep-apnoea.html
is-ocular-sarcoidosis,Ocular Sarcoidosis,Sarcoidosis,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-ocular-sarcoidosis.html
is-ocular-tumour,Ocular Tumour,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ocular-tumour.html
is-oesophageal-cancer,Oesophageal Cancer,Oesophageal cancer,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-oesophageal-cancer.html
is-oesophageal-spasm,Oesophageal Spasm,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-oesophageal-spasm.html
is-oesophageal-strictures-and-webs,Oesophageal Strictures and Webs,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-oesophageal-strictures-and-webs.html
is-oesophageal-varices,Oesophageal Varices,Variceal disease (including oesophageal varices),,condition,fuzzy:1.08,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-oesophageal-varices.html
is-oesophagitis,Oesophagitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-oesophagitis.html
is-olecranon-bursitis,Olecranon Bursitis,Bursitis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-olecranon-bursitis.html
is-optic-neuritis,Optic Neuritis,Optic neuritis,,condition,exact,0.95,false,covered-needs-refresh,Eye,extracted-illness-scripts-2026\is-optic-neuritis.html
is-oral-cancer,Oral Cancer,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-oral-cancer.html
is-oral-candidiasis,Oral Candidiasis,Candidiasis,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-oral-candidiasis.html
is-orbital-cellulitis,Orbital Cellulitis,Cellulitis,,condition,exact,0.95,false,covered-needs-refresh,Skin and soft tissue,extracted-illness-scripts-2026\is-orbital-cellulitis.html
is-oropharyngeal-cancer,Oropharyngeal Cancer,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-oropharyngeal-cancer.html
is-orthostatic-hypotension,Orthostatic Hypotension,Orthostatic/ postural hypotension,,condition,fuzzy:1.16,0.65,true,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-orthostatic-hypotension.html
is-osgood-schlatters-disease,Osgood-Schlatter's Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-osgood-schlatters-disease.html
is-osteoarthritis,Osteoarthritis,Osteoarthritis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-osteoarthritis.html
is-osteochondritis-dissecans,Osteochondritis Dissecans,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-osteochondritis-dissecans.html
is-osteomalacia,Osteomalacia,Osteomalacia,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-osteomalacia.html
is-osteomyelitis,Osteomyelitis,Osteomyelitis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-osteomyelitis.html
is-osteoporotic-vertebral-fracture-2,Fracture (including Osteoporotic Vertebral Fracture),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-osteoporotic-vertebral-fracture-2.html
is-osteoporotic-vertebral-fracture,Osteoporotic Vertebral Fracture,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-osteoporotic-vertebral-fracture.html
is-other-causes,Other Causes,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-other-causes.html
is-otitis-externa,Otitis Externa,Otitis externa,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-otitis-externa.html
is-otitis-media,Otitis Media,Otitis media,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-otitis-media.html
is-otosclerosis,Otosclerosis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-otosclerosis.html
is-ovarian-cancer,Ovarian Cancer,Ovarian cancer,,condition,exact,0.95,false,covered-needs-refresh,Gynaecological tract,extracted-illness-scripts-2026\is-ovarian-cancer.html
is-ovarian-cyst,Ovarian Cyst,Ovarian cysts,,condition,exact,0.95,false,covered-needs-refresh,Gynaecological tract,extracted-illness-scripts-2026\is-ovarian-cyst.html
is-ovarian-torsion,Ovarian Torsion,Ovarian torsion,,condition,exact,0.95,false,covered-needs-refresh,Gynaecological tract,extracted-illness-scripts-2026\is-ovarian-torsion.html
is-overfeeding-in-infants,Overfeeding in Infants,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-overfeeding-in-infants.html
is-pagets-disease,Paget's Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pagets-disease.html
is-painful-ano-rectal-conditions,Painful Ano-Rectal Conditions,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-painful-ano-rectal-conditions.html
is-painful-peripheral-neuropathy,Painful Peripheral Neuropathy,Peripheral neuropathy,,condition,exact,0.95,false,covered-needs-refresh,Peripheral nervous system and neuromuscular junction,extracted-illness-scripts-2026\is-painful-peripheral-neuropathy.html
is-pancoasts-tumour,Pancoast's Tumour,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pancoasts-tumour.html
is-pancreatic-cancer,Pancreatic Cancer,Pancreatic cancer,,condition,exact,0.95,false,covered-needs-refresh,"Liver, pancreas, biliary system",extracted-illness-scripts-2026\is-pancreatic-cancer.html
is-pancreatic-insufficiency,Pancreatic Insufficiency,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pancreatic-insufficiency.html
is-pancreatitis,Pancreatitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pancreatitis.html
is-panic-disorder,Panic Disorder,Panic disorder,,condition,exact,0.95,false,covered-needs-refresh,Mental health,extracted-illness-scripts-2026\is-panic-disorder.html
is-paraneoplastic-syndrome,Paraneoplastic Syndrome,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-paraneoplastic-syndrome.html
is-parasites-gastrointestinal,Parasites (Gastrointestinal),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-parasites-gastrointestinal.html
is-parkinsons-disease,Parkinson's Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-parkinsons-disease.html
is-patellar-tendon-rupture,Patellar Tendon Rupture,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-patellar-tendon-rupture.html
is-pckd,Polycystic Kidney Disease (PCKD),Polycystic kidney disease,,condition,fuzzy:1.45,0.65,true,covered-needs-refresh,Kidneys and urinary tract,extracted-illness-scripts-2026\is-pckd.html
is-pcos,Polycystic Ovary Syndrome (PCOS),Polycystic ovary syndrome (PCOS),,condition,exact,0.95,false,covered-needs-refresh,Gynaecological tract,extracted-illness-scripts-2026\is-pcos.html
is-pelvic-abscess,Pelvic Abscess,Abscess,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-pelvic-abscess.html
is-pelvic-inflammatory-disease,Pelvic Inflammatory Disease,Pelvic inflammatory disease,,condition,exact,0.95,false,covered-needs-refresh,Gynaecological tract,extracted-illness-scripts-2026\is-pelvic-inflammatory-disease.html
is-pelvic-mass,Pelvic Mass,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pelvic-mass.html
is-peptic-ulcer-disease,Peptic Ulcer Disease (PUD),Peptic ulcer disease and gastritis,,condition,fuzzy:1.22,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-peptic-ulcer-disease.html
is-pericarditis,Pericarditis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pericarditis.html
is-peripheral-arterial-disease-buttock-claudication,Peripheral Arterial Disease (Buttock Claudication),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-peripheral-arterial-disease-buttock-claudication.html
is-peripheral-arterial-disease,Peripheral Arterial Disease (PAD),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-peripheral-arterial-disease.html
is-peripheral-neuropathy,Peripheral Neuropathy,Peripheral neuropathy,,condition,exact,0.95,false,covered-needs-refresh,Peripheral nervous system and neuromuscular junction,extracted-illness-scripts-2026\is-peripheral-neuropathy.html
is-peritonitis,Peritonitis,Peritonitis,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-peritonitis.html
is-peritonsillar-abscess,Peritonsillar Abscess,Abscess,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-peritonsillar-abscess.html
